principio_ativo,produto,apresentacao,forma_farmaceutica,concentracao_texto,via_administracao,classe_terapeutica,controle,fonte
acetato de ciproterona,ANDROCUR,100 MG COM CT BL AL PLAS TRANS X 20,comprimido,100 mg,oral,G3A5 - PREPARAÇÕES ORAIS COM PROGESTAGÊNIOS SOMENTE,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona,ANDROCUR,50 MG COM CT BL AL PLAS TRANS X 20,comprimido,50 mg,oral,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona,ANDROCUR,100 MG COM CT BL AL PLAS TRANS X 20,comprimido,100 mg,oral,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,SELENE,"(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21",comprimido revestido,"0,035 + 2 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,SELENE,"(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63",comprimido revestido,"0,035 + 2 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DICLIN,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 21",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DICLIN,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 21",comprimido revestido,"2 + 0,035mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 63",comprimido revestido,"2 + 0,035mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,JAQUE,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,JAQUE,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA+ETINILESTRADIOL,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA+ETINILESTRADIOL,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,TESS,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,TESS,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63",comprimido revestido,"2 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,0 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,0 + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DUNIA 35,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21",comprimido revestido,"2,0+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DUNIA 35,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63",comprimido revestido,"2,0+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,nao_classificado,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,FERANE 35,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,035 mg",oral,G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,FERANE 35,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2 mg + 0,035 mg",oral,G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ARTEMIDIS 35,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA+ETINILESTRADIOL,"2,0 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,0 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DUELLE,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21",comprimido revestido,"2,0+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DUELLE,"(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63",comprimido revestido,"2,0+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,REPOPIL 35,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,REPOPIL 35,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA + ETINILESTRADIOL,"2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2,00 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DIANE 35,"(2,000+ 0,035) MG COM REV CT BL CALEND AL PLAS TRANS X 21",comprimido revestido,"2,000+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,DIANE 35,"(2,000+ 0,035) MG COM REV CT BL CALEND AL PLAS TRANS X 63",comprimido revestido,"2,000+ 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de ciproterona + etinilestradiol,ACETATO DE CIPROTERONA+ETINILESTRADIOL,"2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,035 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,nao_classificado,ANVISA/CMED 2026-06
acetato de ciproterona + valerato de estradiol,CLIMENE,2 MG COM REV X 11 + (2 + 1) MG COM REV X 10 CT BL AL PLAS PVC TRANS,comprimido revestido x 11 + (2 + 1) mg,2 mg,oral,G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21",comprimido revestido,"2,0 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,AMORA,"(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21",comprimido revestido,"2,0 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,AMORA,"(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63",comprimido revestido,"2,0 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,AMORA 20,"(2 + 0,02) MG COM REV CT BL AL PLAS PVDC/PVC TRANS X 24 + 4 PLACEBO",comprimido revestido,"2 + 0,02 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,CHERRY,"(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21",comprimido revestido,"2,00+0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,CHERRY,"(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21 + 7 PLACEBOS",comprimido revestido,"2,00+0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,EMILY,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,EMILY,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,EMILY,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,EMILY,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LIBERFEM,"2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LIBERFEM,"2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 63",comprimido revestido,"2 mg + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 21",comprimido revestido,"2,0 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,ACETATO DE CLORMADINONA + ETINILESTRADIOL,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LOLITA,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LOLITA,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LOLITA,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,LOLITA,"(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84",comprimido revestido,"2 + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21",comprimido revestido,"2 mg + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELARA,"2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21 + 7 PLACEBOS",comprimido revestido,"2 mg + 0,03 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
acetato de clormadinona + etinilestradiol,BELARINA,"2 MG + 0,02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 + 4 PLACEBO",comprimido revestido,"2 mg + 0,02 mg",oral,G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,venda_sob_prescricao,ANVISA/CMED 2026-06
